bonjour	0.04247229595679868
merci	0.03171061485296973
avez	0.02254238255530135
vos	0.015551863626052431
article	0.014154153284352319
message	0.013715463057471072
réponse	0.013522675424133124
oui	0.013178411793172506
procédure	0.013104641015109516
avocat	0.01258922917904276
employeur	0.012381687390092214
assurance	0.010993813152133833
prud	0.009697414678973558
pouvez	0.00957151255107939
notaire	0.009391511852605694
payer	0.009016756300045704
êtes	0.008925280535247597
propriétaire	0.0088151161733402
locataire	0.008811181731843507
succession	0.008740361784903037
code	0.008715771525548706
quel	0.008088228106826207
assureur	0.007869866603759757
demander	0.007829538578418655
salaire	0.007722325047633777
donation	0.007475438843716304
envoyé	0.007461668298477879
propriété	0.007301339807487648
délai	0.00709281440816293
droits	0.007000355032990649
sauf	0.006956092566152855
salarié	0.006798714906285144
acte	0.0067623213224407355
https	0.006729669536332907
syndic	0.006690517765126092
pense	0.006421008522602636
logement	0.006283303070218388
précédent	0.0062380569930064215
sais	0.006218384785522957
sci	0.006056089073784379
ajouté	0.0056616613137409275
licenciement	0.005575103600813686
signé	0.0055190378094858135
courrier	0.005335102669515425
répondre	0.005332151838392906
vais	0.005319364903528654
appartement	0.005281004098935899
juge	0.005269200774445821
quelle	0.005226905528356374
juridique	0.005089200075972126
comprends	0.005080347582604567
écrit	0.005079363972230394
voisin	0.005043953998760159
cordialement	0.005040019557263466
convention	0.005031167063895907
huissier	0.00498297015556142
partage	0.004981002934813074
cdd	0.004925920753859375
expertise	0.004921002701988509
conclusions	0.004897396053008352
expert	0.004892478001137486
réponses	0.004798051405216859
jugement	0.004777395587359222
forum	0.004630837641607416
loyer	0.004613132654872299
motif	0.0045944440577630075
faites	0.00452165689007419
vois	0.004469525540243011
signer	0.004465591098746318
www	0.0043829678273157695
rupture	0.004199032687345382
peux	0.004183294921358611
devis	0.004172475207242706
bailleur	0.004166573544997667
immatriculation	0.004122311078159873
logiciel	0.0041016552603022356
mari	0.004031818923735938
cph	0.003977251285133478
usufruit	0.003870506822371534
conciliation	0.0038400149007721644
ca	0.0038341132385271252
effectivement	0.003813457420669488
copropriété	0.0037868999405668118
